index,CAS,smiles,Mapped SMILES,Reactivity,Oxidation Site,Oxidation Site (one hot)
313,1612793-07-3,C=Cc1ccc2c(=C(C#N)C#N)c3ccccc3c(=C(C#N)C#N)c2c1,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]2[c:7](=[C:8]([C:9]#[N:10])[C:11]#[N:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[c:19](=[C:20]([C:21]#[N:22])[C:23]#[N:24])[c:25]2[cH:26]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
314,130-20-1,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9](=[O:10])[c:11]2[c:12]1[cH:13][c:14]([Cl:15])[c:16]1[nH:17][c:18]3[c:19]([nH:20][c:21]21)[c:22]([Cl:23])[cH:24][c:25]1[c:26](=[O:27])[c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]2[c:34](=[O:35])[c:36]31,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
315,81-32-3,O=C(O)c1ccc2c3ccc(C(=O)O)c4c(C(=O)O)ccc(c5ccc(C(=O)O)c1c25)c43,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]3[cH:9][cH:10][c:11]([C:12](=[O:13])[OH:14])[c:15]4[c:16]([C:17](=[O:18])[OH:19])[cH:20][cH:21][c:22]([c:23]5[cH:24][cH:25][c:26]([C:27](=[O:28])[OH:29])[c:30]1[c:31]25)[c:32]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
316,529-86-2,Oc1c2ccccc2cc2ccccc12,[OH:1][c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
317,475-71-8,O=c1c2ccccc2c2nc3ccc4c(=O)c5ccccc5c5nc6ccc1c2c6c3c45,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9]2[n:10][c:11]3[cH:12][cH:13][c:14]4[c:15](=[O:16])[c:17]5[cH:18][cH:19][cH:20][cH:21][c:22]5[c:23]5[n:24][c:25]6[cH:26][cH:27][c:28]1[c:29]2[c:30]6[c:31]3[c:32]45,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
319,485-47-2,O=C1c2ccccc2C(=O)C1(O)O,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[C:11]1([OH:12])[OH:13],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
320,486-25-9,O=C1c2ccccc2-c2ccccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2-[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
321,4569-45-3,CC1(C)c2ccccc2-c2ccccc21,[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2-[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,14348-75-5,O=C1c2cc(Br)ccc2-c2ccc(Br)cc21,[O:1]=[C:2]1[c:3]2[cH:4][c:5]([Br:6])[cH:7][cH:8][c:9]2-[c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][c:16]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
324,3236-71-3,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6]2([c:7]3[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]3)[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3-[c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]32)[cH:26][cH:27]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
325,3096-56-8,O=C1c2ccccc2-c2ccc(Br)cc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2-[c:9]2[cH:10][cH:11][c:12]([Br:13])[cH:14][c:15]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
327,206-44-0,c1ccc2c(c1)-c1cccc3cccc-2c13,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)-[c:7]1[cH:8][cH:9][cH:10][c:11]3[cH:12][cH:13][cH:14][c:15]-2[c:16]13,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
328,2157-52-0,ON=C1c2ccccc2-c2ccccc21,[OH:1][N:2]=[C:3]1[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2-[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
329,6223-83-2,O=C(O)c1cccc2c1-c1ccccc1C2=O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]2=[O:17],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
330,15499-84-0,Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]2([c:7]3[cH:8][cH:9][c:10]([NH2:11])[cH:12][cH:13]3)[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3-[c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]32)[cH:26][cH:27]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
331,13629-22-6,NN=C1c2ccccc2-c2ccccc21,[NH2:1][N:2]=[C:3]1[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2-[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
332,127926-65-2,Nc1ccc(C2(c3ccc(N)c(F)c3)c3ccccc3-c3ccccc32)cc1F,[NH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]2([c:7]3[cH:8][cH:9][c:10]([NH2:11])[c:12]([F:13])[cH:14]3)[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3-[c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]32)[cH:27][c:28]1[F:29],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,467-69-6,O=C(O)C1(O)c2ccccc2-c2ccccc21,[O:1]=[C:2]([OH:3])[C:4]1([OH:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
334,3910-35-8,CC1(C)CC(C)(c2ccccc2)c2ccccc21,[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]([CH3:6])([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336,2714-87-6,O=C(F)c1ccc(-c2ccccc2)cc1,[O:1]=[C:2]([F:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
337,129112-25-0,O=S(=O)(Oc1ccccc1Br)C(F)(F)F,[O:1]=[S:2](=[O:3])([O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[Br:11])[C:12]([F:13])([F:14])[F:15],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,192198-85-9,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,[cH:1]1[cH:2][cH:3][c:4](-[n:5]2[c:6](-[c:7]3[cH:8][c:9](-[c:10]4[n:11][c:12]5[cH:13][cH:14][cH:15][cH:16][c:17]5[n:18]4-[c:19]4[cH:20][cH:21][cH:22][cH:23][cH:24]4)[cH:25][c:26](-[c:27]4[n:28][c:29]5[cH:30][cH:31][cH:32][cH:33][c:34]5[n:35]4-[c:36]4[cH:37][cH:38][cH:39][cH:40][cH:41]4)[cH:42]3)[n:43][c:44]3[cH:45][cH:46][cH:47][cH:48][c:49]23)[cH:50][cH:51]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
339,2243590-42-1,O=Cc1cc2c(s1)c1cc(C=O)sc1c1cc(C=O)sc21,[O:1]=[CH:2][c:3]1[cH:4][c:5]2[c:6]([s:7]1)[c:8]1[cH:9][c:10]([CH:11]=[O:12])[s:13][c:14]1[c:15]1[cH:16][c:17]([CH:18]=[O:19])[s:20][c:21]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340,299914-63-9,Ic1ccc(C(=C(c2ccc(I)cc2)c2ccc(I)cc2)c2ccc(I)cc2)cc1,[I:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[C:7]([c:8]2[cH:9][cH:10][c:11]([I:12])[cH:13][cH:14]2)[c:15]2[cH:16][cH:17][c:18]([I:19])[cH:20][cH:21]2)[c:22]2[cH:23][cH:24][c:25]([I:26])[cH:27][cH:28]2)[cH:29][cH:30]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341,21022-17-3,O=C(Nc1ccccc1-c1ccccc1)C(=O)Nc1ccccc1-c1ccccc1,[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[NH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]1-[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
342,883835-33-4,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)c(-c3ccc(C=O)cc3)cc2-c2ccc(C=O)cc2)cc1,[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16][cH:17]3)[c:18](-[c:19]3[cH:20][cH:21][c:22]([CH:23]=[O:24])[cH:25][cH:26]3)[cH:27][c:28]2-[c:29]2[cH:30][cH:31][c:32]([CH:33]=[O:34])[cH:35][cH:36]2)[cH:37][cH:38]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
343,807-19-2,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([P:8](=[O:9])([c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[OH:16])[cH:17][cH:18]2)[c:19]2[cH:20][cH:21][c:22]([C:23](=[O:24])[OH:25])[cH:26][cH:27]2)[cH:28][cH:29]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344,486-66-8,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,[O:1]=[c:2]1[c:3](-[c:4]2[cH:5][cH:6][c:7]([OH:8])[cH:9][cH:10]2)[cH:11][o:12][c:13]2[cH:14][c:15]([OH:16])[cH:17][cH:18][c:19]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,7473-98-5,CC(C)(O)C(=O)c1ccccc1,[CH3:1][C:2]([CH3:3])([OH:4])[C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,480-41-1,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,[O:1]=[C:2]1[CH2:3][CH:4]([c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][cH:11]2)[O:12][c:13]2[cH:14][c:15]([OH:16])[cH:17][c:18]([OH:19])[c:20]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,130-15-4,O=C1C=CC(=O)c2ccccc21,[O:1]=[C:2]1[CH:3]=[CH:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348,76-83-5,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,[Cl:1][C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,2420-87-3,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]4[c:13]([cH:14]3)[C:15](=[O:16])[O:17][C:18]4=[O:19])[cH:20][cH:21][c:22]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,131-57-7,COc1ccc(C(=O)c2ccccc2)c(O)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]([OH:16])[cH:17]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351,1948-33-0,CC(C)(C)c1cc(O)ccc1O,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([OH:8])[cH:9][cH:10][c:11]1[OH:12],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
352,90-43-7,Oc1ccccc1-c1ccccc1,[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
353,167869-21-8,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][c:10](=[O:11])[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[o:18]2)[c:19]1[NH2:20],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
354,72-48-0,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]1[cH:13][cH:14][c:15]([OH:16])[c:17]2[OH:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,525-82-6,O=c1cc(-c2ccccc2)oc2ccccc12,[O:1]=[c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[o:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
356,480-40-0,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,[O:1]=[c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[o:11][c:12]2[cH:13][c:14]([OH:15])[cH:16][c:17]([OH:18])[c:19]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
357,84-11-7,O=C1C(=O)c2ccccc2-c2ccccc21,[O:1]=[C:2]1[C:3](=[O:4])[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2-[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
358,491-67-8,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,[O:1]=[c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[o:11][c:12]2[cH:13][c:14]([OH:15])[c:16]([OH:17])[c:18]([OH:19])[c:20]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
359,708-06-5,O=Cc1c(O)ccc2ccccc12,[O:1]=[CH:2][c:3]1[c:4]([OH:5])[cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
360,135-88-6,c1ccc(Nc2ccc3ccccc3c2)cc1,[cH:1]1[cH:2][cH:3][c:4]([NH:5][c:6]2[cH:7][cH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[cH:15]2)[cH:16][cH:17]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
361,492-27-3,O=C(O)c1cc(=O)c2ccccc2[nH]1,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[nH:14]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
362,98-06-6,CC(C)(C)c1ccccc1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
363,92-66-0,Brc1ccc(-c2ccccc2)cc1,[Br:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
364,485-72-3,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][o:9][c:10]3[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]3[c:17]2=[O:18])[cH:19][cH:20]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
365,131-56-6,O=C(c1ccccc1)c1ccc(O)cc1O,[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][c:12]([OH:13])[cH:14][c:15]1[OH:16],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
366,90-47-1,O=c1c2ccccc2oc2ccccc12,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[o:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
367,320-51-4,Nc1ccc(Cl)c(C(F)(F)F)c1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
368,367-21-5,Nc1ccc(F)c(Cl)c1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]([Cl:8])[cH:9]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,882-09-7,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,[CH3:1][C:2]([CH3:3])([O:4][c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]1)[C:12](=[O:13])[OH:14],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
370,3380-34-5,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,[OH:1][c:2]1[cH:3][c:4]([Cl:5])[cH:6][cH:7][c:8]1[O:9][c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][c:16]1[Cl:17],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
371,2958-36-3,Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,[NH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
373,443-69-6,O=C1Nc2ccc(F)cc2C1=O,[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][c:7]([F:8])[cH:9][c:10]2[C:11]1=[O:12],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
374,10075-50-0,Brc1ccc2[nH]ccc2c1,[Br:1][c:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][cH:8][c:9]2[cH:10]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,719-59-5,Nc1ccc(Cl)cc1C(=O)c1ccccc1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
376,7254-19-5,O=C(O)c1cc2cc(Br)ccc2[nH]1,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]2[cH:7][c:8]([Br:9])[cH:10][cH:11][c:12]2[nH:13]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
377,1592-95-6,Brc1ccc2[nH]c3ccccc3c2c1,[Br:1][c:2]1[cH:3][cH:4][c:5]2[nH:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[c:13]2[cH:14]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
378,2103-99-3,Nc1nc(-c2ccc(Cl)cc2)cs1,[NH2:1][c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[cH:12][s:13]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
379,42019-78-3,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([OH:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
380,3988-03-2,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
381,31574-87-5,Brc1ccc2sc3ccc(Br)cc3c2c1,[Br:1][c:2]1[cH:3][cH:4][c:5]2[s:6][c:7]3[cH:8][cH:9][c:10]([Br:11])[cH:12][c:13]3[c:14]2[cH:15]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
382,130-26-7,Oc1c(I)cc(Cl)c2cccnc12,[OH:1][c:2]1[c:3]([I:4])[cH:5][c:6]([Cl:7])[c:8]2[cH:9][cH:10][cH:11][n:12][c:13]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
383,321-60-8,Fc1ccccc1-c1ccccc1,[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
384,1693-28-3,O=c1c2ccccc2sc2ccc(C(F)(F)F)cc12,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[s:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
